,user_id,trajets,billettique_type,billettique_end_date,billettique_tickets_left,centres d'intérêts,lieux favoris,km de marche dans les 90 derniers jours,PMR,intérêt événements,it_associée
215,216,"[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '20:30'], ['Châtelet', ""Porte d'Orléans"", 'Bus 38', '7:00']]",Ticket t+,,4.0,"['Musique', 'Sport']","[[48.82300520203502, 2.2819632422128624], [48.85370828510585, 2.292304736643081]]",106.39610335899494,False,2,[]
216,217,"[['Gambetta', 'Pont de Levallois', 'Métro 3', '10:00'], [""Place d'Italie"", 'Villejuif', 'Métro 7', '16:30']]",Ticket t+,,1.0,"['Jeux vidéo', 'Voyages']","[[48.890558143947345, 2.2972609909292125], [48.82078845052242, 2.3413914431412053]]",141.65851102780942,False,5,[]
217,218,"[['Odéon', 'La Motte-Picquet', 'Métro 10', '22:00'], ['Châtelet', 'Gare du Nord', 'Bus 38', '5:30']]",Navigo Mois,2024-12-01,,"['Musique', 'Cinéma']","[[48.89560670364126, 2.376452070608066], [48.89501804826384, 2.2687296208299954]]",32.556909388417075,False,1,[]
218,219,"[[""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '20:00'], ['La Courneuve', 'Villejuif', 'Métro 7', '7:30']]",Ticket t+,,0.0,"['Art et artisanat', 'Voyages']","[[48.817312417896616, 2.384648526812773], [48.89368391911136, 2.3606218221667805]]",126.98246975907405,False,3,[]
219,220,"[['La Motte-Picquet', 'Odéon', 'Métro 10', '15:00'], ['Bastille', 'La Défense', 'Métro 1', '21:30']]",Navigo Semaine,2024-11-25,,"['Lecture', 'Cinéma']","[[48.8322469687206, 2.2765912587715706], [48.8575540444294, 2.338777435089228]]",123.38384301992464,False,4,[]
220,221,"[['La Motte-Picquet', 'Boulogne', 'Métro 10', '16:30'], ['Porte Dauphine', 'Nation', 'Métro 2', '15:30']]",Navigo Semaine,2024-11-25,,"['Sport', 'Jeux vidéo']","[[48.816787276669665, 2.4031263814028216], [48.81562962370131, 2.35340954825056]]",159.35943020919115,False,5,[]
221,222,"[['Denfert-Rochereau', 'Gare du Nord', 'RER B', '22:30'], ['Opéra', ""Gare de l'Est"", 'Métro 7', '5:30']]",Navigo Mois,2024-12-01,,"['Musique', 'Voyages']","[[48.81683638298851, 2.419247103935935], [48.827566971078596, 2.387393041482523]]",5.0,False,5,[]
222,223,"[['Nation', 'La Défense', 'Métro 1', '20:00'], ['Montparnasse', 'Trocadéro', 'Métro 6', '14:30']]",Ticket t+,,4.0,"['Art et artisanat', 'Sport']","[[48.81320665999379, 2.3757562824064116], [48.83624528708822, 2.3791055166665784]]",104.68098498763723,False,5,[]
223,224,"[['Châtelet', 'Porte de Clignancourt', 'Métro 4', '19:00'], ['Versailles', ""Gare d'Austerlitz"", 'RER C', '5:30']]",Navigo Semaine,2024-11-25,,"['Cuisine', 'Musique']","[[48.85662946587478, 2.370121702919991], [48.84304003115485, 2.3305994501385627]]",54.84893316185557,False,2,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
224,225,"[['Invalides', ""Gare d'Austerlitz"", 'RER C', '7:00'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '19:00']]",Navigo Semaine,2024-11-25,,"['Sport', 'Cuisine']","[[48.85922294342667, 2.3341658907311293], [48.860535581299104, 2.289273386166574]]",81.6801505934277,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
225,226,"[['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '8:30'], ['La Motte-Picquet', 'Odéon', 'Métro 10', '11:30']]",Navigo Mois,2024-12-01,,"['Art et artisanat', 'Cuisine']","[[48.86111989474324, 2.417532382282424], [48.86150684095203, 2.2859990952422202]]",118.74224101458863,False,4,[]
226,227,"[['Nation', 'Anvers', 'Métro 2', '5:30'], ['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '5:30']]",Navigo Mois,2024-12-01,,"['Randonnée et nature', 'Voyages']","[[48.8123953458093, 2.3996983074372227], [48.85328865160486, 2.4066132336109933]]",118.01854268651708,False,2,[]
227,228,"[['Boulogne', 'Odéon', 'Métro 10', '13:30'], ['Opéra', ""Gare de l'Est"", 'Métro 7', '13:00']]",Navigo Mois,2024-12-01,,"['Musique', 'Voyages']","[[48.87276761353999, 2.3297160086428046], [48.846831021969514, 2.3674658495178216]]",82.34823699765802,False,2,[]
228,229,"[['Gare du Nord', 'Bobigny', 'Métro 5', '7:30'], ['Trocadéro', 'Pont de Sèvres', 'Métro 9', '15:00']]",Navigo Semaine,2024-11-25,,"['Randonnée et nature', 'Cinéma']","[[48.86006250891022, 2.2665724715467674], [48.899002651852165, 2.329591488305628]]",53.34825425708026,False,1,[]
229,230,"[['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '12:30'], ['Bastille', 'Champs-Elysées', 'Métro 1', '15:00']]",Navigo Mois,2024-12-01,,"['Cinéma', 'Jeux vidéo']","[[48.81039146820884, 2.294451335845175], [48.89314758665788, 2.4097045511658832]]",128.13639991894783,False,1,[]
230,231,"[['Châtelet', 'La Défense', 'RER A', '16:30'], [""Gare de l'Est"", ""Place d'Italie"", 'Métro 7', '15:30']]",Ticket t+,,3.0,"['Voyages', 'Cuisine']","[[48.82978941663512, 2.36665469327034], [48.81012179496451, 2.305303726687255]]",115.87511468841248,False,3,[]
231,232,"[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '8:30'], [""Gare d'Austerlitz"", 'Versailles', 'RER C', '15:30']]",Ticket t+,,1.0,"['Jeux vidéo', 'Voyages']","[[48.87224757309226, 2.344011143023062], [48.844883668592644, 2.3322682503664227]]",125.49944487646535,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
232,233,"[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '11:30'], ['Gambetta', 'Opéra', 'Métro 3', '18:00']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Musique']","[[48.8978495039598, 2.40356307581151], [48.85678806337277, 2.388460957925334]]",57.58887995628666,False,4,[]
233,234,"[['Nation', 'Concorde', 'Métro 1', '18:30'], ['Marne-la-Vallée', 'Châtelet', 'RER A', '5:30']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Lecture']","[[48.88806848487224, 2.295721959999258], [48.87432198244863, 2.3688852912624037]]",22.9964960553192,False,1,[]
234,235,"[[""Musée d'Orsay"", 'Versailles', 'RER C', '18:30'], ['Gambetta', 'Opéra', 'Métro 3', '16:30']]",Ticket t+,,4.0,"['Musique', 'Sport']","[[48.883146876650656, 2.3392433917642173], [48.84811017675868, 2.3217585679908015]]",65.43625808419553,False,5,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
235,236,"[['Mairie de Montrouge', 'Barbès', 'Métro 4', '22:30'], ['Mairie de Montrouge', 'Châtelet', 'Métro 4', '6:00']]",Navigo Semaine,2024-11-25,,"['Musique', 'Sport']","[[48.88791256493356, 2.41886782680404], [48.84213567450224, 2.2636520604651955]]",118.27063516372954,False,4,[]
236,237,"[['Luxembourg', 'Gare du Nord', 'Bus 38', '17:00'], ['Gare du Nord', 'Châtelet', 'RER B', '6:30']]",Ticket t+,,2.0,"['Sport', 'Lecture']","[[48.89662223992983, 2.256482724225991], [48.845740344485556, 2.3057863949945037]]",74.76707380443214,False,4,[]
237,238,"[['Porte de Clignancourt', 'Barbès', 'Métro 4', '5:30'], ['Gare du Nord', 'Luxembourg', 'Bus 38', '11:00']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Cinéma']","[[48.881824217708875, 2.37238564721361], [48.891269679270266, 2.326557834243851]]",75.01665777893166,False,5,[]
238,239,"[['République', 'Bobigny', 'Métro 5', '5:00'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '9:30']]",Ticket t+,,4.0,"['Musique', 'Sport']","[[48.82691630813385, 2.4138763285175178], [48.86149329367198, 2.3561364834092156]]",66.50593562421719,True,1,[]
239,240,"[[""Gare de l'Est"", 'Opéra', 'Métro 7', '11:30'], [""Place d'Italie"", 'Opéra', 'Métro 7', '9:00']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Cinéma']","[[48.850029467165406, 2.2759932995468475], [48.858740267965906, 2.4112931621047418]]",88.68829135581274,False,5,[]
240,241,"[['Gare du Nord', ""Porte d'Orléans"", 'Bus 38', '16:00'], ['Créteil', 'Balard', 'Métro 8', '15:00']]",Ticket t+,,0.0,"['Cinéma', 'Sport']","[[48.887100655197266, 2.2592729597897305], [48.84599416144687, 2.3915393591388114]]",128.9187272347651,False,1,[]
241,242,"[['Concorde', 'Champs-Elysées', 'Métro 1', '5:00'], [""Place d'Italie"", ""Gare de l'Est"", 'Métro 7', '15:00']]",Navigo Mois,2024-12-01,,"['Voyages', 'Cuisine']","[[48.858836604539704, 2.3986268573780087], [48.87326819919849, 2.3277361546964452]]",103.09406622913718,False,1,[]
242,243,"[['Anvers', 'Nation', 'Métro 2', '7:30'], ['Invalides', 'Balard', 'Métro 8', '15:30']]",Ticket t+,,1.0,"['Sport', 'Musique']","[[48.81635782342176, 2.2732705104123028], [48.831966659851446, 2.3351868292350906]]",25.233317571294066,False,4,[]
243,244,"[['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '7:00'], ['Balard', 'Invalides', 'Métro 8', '20:00']]",Ticket t+,,3.0,"['Cinéma', 'Lecture']","[[48.819723948846736, 2.379438390253032], [48.88633704533391, 2.405400196459408]]",123.35505747215734,False,2,[]
244,245,"[['Invalides', ""Musée d'Orsay"", 'RER C', '9:00'], ['Montparnasse', 'Trocadéro', 'Métro 6', '17:30']]",Navigo Mois,2024-12-01,,"['Cuisine', 'Lecture']","[[48.89827932549876, 2.374329974112998], [48.897125003147096, 2.376625491246676]]",112.76822599209676,False,1,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
245,246,"[['Gare du Nord', 'Aéroport CDG', 'RER B', '6:00'], ['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '9:00']]",Navigo Semaine,2024-11-25,,"['Musique', 'Technologie et gadgets']","[[48.85530691296891, 2.384324403455169], [48.84336045781983, 2.3491635307623877]]",16.28591678725087,False,2,[]
246,247,"[['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '8:00'], ['Versailles', ""Gare d'Austerlitz"", 'RER C', '6:00']]",Ticket t+,,2.0,"['Sport', 'Lecture']","[[48.88898273383659, 2.3411318925807976], [48.82405682900604, 2.287779587089737]]",41.870301827094465,False,3,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
247,248,"[['Mairie de Montrouge', 'Montparnasse', 'Métro 4', '21:30'], ['Bastille', 'Invalides', 'Métro 8', '14:30']]",Navigo Semaine,2024-11-25,,"['Sport', 'Voyages']","[[48.86037640841722, 2.3191362841011247], [48.84599503234951, 2.317312455814905]]",111.71399064837269,False,5,[]
248,249,"[['La Courneuve', 'Opéra', 'Métro 7', '12:30'], ['Marne-la-Vallée', 'La Défense', 'RER A', '5:00']]",Ticket t+,,3.0,"['Musique', 'Cinéma']","[[48.82514262146124, 2.2643605435276837], [48.85662555678703, 2.3730068010948933]]",117.4892333449477,False,2,[]
249,250,"[['Bastille', ""Place d'Italie"", 'Métro 5', '21:30'], ['Mairie de Montreuil', 'République', 'Métro 9', '9:00']]",Navigo Mois,2024-12-01,,"['Lecture', 'Musique']","[[48.815755059367085, 2.3719996121733833], [48.8858154330886, 2.332222878466756]]",64.02293971562648,False,4,[]
250,251,"[['La Motte-Picquet', 'Boulogne', 'Métro 10', '8:00'], ['Montparnasse', 'Mairie de Montrouge', 'Métro 4', '12:00']]",Ticket t+,,0.0,"['Sport', 'Voyages']","[[48.842939180076044, 2.263357021193017], [48.895152594558915, 2.3617506987008494]]",59.44503132821677,False,1,[]
251,252,"[['Aéroport CDG', 'Denfert-Rochereau', 'RER B', '17:00'], ['Châtelet', 'Denfert-Rochereau', 'RER B', '6:00']]",Ticket t+,,3.0,"['Sport', 'Voyages']","[[48.85162559246222, 2.379595280072101], [48.83624688569513, 2.3467502642641924]]",109.64910048945032,True,1,[]
252,253,"[[""Gare d'Austerlitz"", 'Invalides', 'RER C', '9:30'], ['Bastille', 'Concorde', 'Métro 1', '5:00']]",Ticket t+,,4.0,"['Technologie et gadgets', 'Cinéma']","[[48.857143144144516, 2.374771996938064], [48.87218281293476, 2.2658108205002048]]",80.79278955758703,False,5,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
253,254,"[['Concorde', 'La Défense', 'Métro 1', '9:00'], ['Villejuif', 'La Courneuve', 'Métro 7', '21:00']]",Navigo Mois,2024-12-01,,"['Voyages', 'Lecture']","[[48.829723988284, 2.300266265560716], [48.848270515808615, 2.290932578008746]]",82.62539312852061,False,1,[]
254,255,"[['Charles de Gaulle - Étoile', 'Montparnasse', 'Métro 6', '13:30'], ['Invalides', 'Bastille', 'Métro 8', '22:30']]",Ticket t+,,1.0,"['Randonnée et nature', 'Jeux vidéo']","[[48.878178279901604, 2.269002382719189], [48.87745373321707, 2.3261327018250735]]",86.03031775138524,False,2,[]
255,256,"[['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '5:00'], ['Balard', 'Invalides', 'Métro 8', '22:00']]",Navigo Semaine,2024-11-25,,"['Cuisine', 'Voyages']","[[48.865425271533525, 2.285748078764392], [48.819440689413, 2.313764857570373]]",71.43521009554338,False,4,[]
256,257,"[['Bastille', 'La Défense', 'Métro 1', '17:00'], ['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '9:00']]",Ticket t+,,2.0,"['Art et artisanat', 'Lecture']","[[48.89884770362128, 2.385904601536049], [48.893367615590435, 2.3918902434313116]]",87.64625716631136,False,2,[]
257,258,"[[""Gare de l'Est"", 'Opéra', 'Métro 7', '5:00'], ['Invalides', 'Opéra', 'Métro 8', '21:30']]",Navigo Mois,2024-12-01,,"['Voyages', 'Sport']","[[48.89643211750312, 2.35188941978469], [48.82162698756485, 2.3095299688037043]]",105.21535732974678,False,1,[]
258,259,"[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '8:30'], ['Gare du Nord', 'Aéroport CDG', 'RER B', '17:30']]",Navigo Mois,2024-12-01,,"['Cinéma', 'Jeux vidéo']","[[48.847276162858684, 2.351665158614033], [48.833689973050404, 2.4083955848792664]]",91.77100726739536,False,2,[]
259,260,"[['Saint-Lazare', 'République', 'Métro 3', '13:30'], ['Opéra', 'La Courneuve', 'Métro 7', '8:00']]",Navigo Semaine,2024-11-25,,"['Lecture', 'Technologie et gadgets']","[[48.81799482245444, 2.3470431588133005], [48.832871167335846, 2.2687640323761706]]",123.93535966380352,False,5,[]
260,261,"[['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '6:00'], ['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '17:00']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Musique']","[[48.830604279448735, 2.363398051141879], [48.89272534311823, 2.3844171470287585]]",120.3602085806001,True,5,[]
261,262,"[['Montparnasse', 'Nation', 'Métro 6', '22:00'], ['Champs-Elysées', 'Concorde', 'Métro 1', '20:30']]",Navigo Mois,2024-12-01,,"['Musique', 'Jeux vidéo']","[[48.8134654960179, 2.3401579479881165], [48.895115784995355, 2.403270885589752]]",128.7076142373587,False,1,[]
262,263,"[['Pont de Sèvres', 'République', 'Métro 9', '18:00'], ['Châtelet', 'Gare du Nord', 'Bus 38', '6:30']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Sport']","[[48.82784992919701, 2.4014996171730223], [48.839141268436165, 2.342573974077594]]",99.16852820961411,False,4,[]
263,264,"[['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '11:00'], ['Mairie de Montrouge', 'Montparnasse', 'Métro 4', '16:00']]",Navigo Mois,2024-12-01,,"['Jeux vidéo', 'Sport']","[[48.830189769230394, 2.342821910945232], [48.812559121869235, 2.3123027077522043]]",28.670176767020436,False,4,[]
264,265,"[['Hôtel de Ville', 'Trocadéro', 'Bus 72', '9:30'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '20:00']]",Ticket t+,,2.0,"['Cinéma', 'Cuisine']","[[48.84901084109475, 2.336763587432731], [48.82521637402718, 2.29250956618102]]",25.468697993272684,False,4,[]
265,266,"[['Boulogne', ""Gare d'Austerlitz"", 'Métro 10', '22:00'], ['Versailles', ""Musée d'Orsay"", 'RER C', '7:30']]",Navigo Semaine,2024-11-25,,"['Cinéma', 'Musique']","[[48.84780174461651, 2.412365743618956], [48.84569706734344, 2.3147161420454436]]",122.84736777368667,False,4,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
266,267,"[['Montparnasse', 'Trocadéro', 'Métro 6', '13:30'], ['République', 'Pont de Levallois', 'Métro 3', '17:30']]",Navigo Semaine,2024-11-25,,"['Cuisine', 'Musique']","[[48.83411250791734, 2.416427763354723], [48.885053436498666, 2.399444808670116]]",84.09502887658007,False,1,[]
267,268,"[['La Motte-Picquet', 'Boulogne', 'Métro 10', '20:30'], ['Odéon', 'La Motte-Picquet', 'Métro 10', '9:00']]",Navigo Mois,2024-12-01,,"['Voyages', 'Cinéma']","[[48.87384960653054, 2.3637965259954403], [48.836478697013206, 2.4007501789180163]]",12.590638412965337,False,2,[]
268,269,"[[""Gare de l'Est"", 'Villejuif', 'Métro 7', '8:30'], ['Versailles', 'Invalides', 'RER C', '22:30']]",Navigo Semaine,2024-11-25,,"['Voyages', 'Sport']","[[48.82924216573729, 2.3733398954014704], [48.83411308391614, 2.287959781457716]]",63.53137816547722,False,2,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
269,270,"[[""Musée d'Orsay"", 'Invalides', 'RER C', '17:00'], ['Bastille', 'Bobigny', 'Métro 5', '10:00']]",Ticket t+,,0.0,"['Cuisine', 'Musique']","[[48.82698487156626, 2.375863220566824], [48.89010541294984, 2.3046644137470715]]",129.37574142863767,False,2,"[{'id': 'e93b4d6c-7c22-11ef-a50c-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'à 20h. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions météorologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:15:37', 'period_end': '2024-09-26 20:00:00'}, {'id': '078563fe-7c26-11ef-a193-0a58a9feac02', 'it_name': 'RER C', 'message': '<p>La gare de Orly Ville n\'est pas desservie jusqu\'&#224; 20h et le trafic est perturb&#233; entre Choisy-le-Roi et Massy-Palaiseau dans les 2 sens. <br><br>Pour plus d\'informations sur cette perturbation, consultez le <a href=""https://twitter.com/RERC_SNCF"">fil Twitter de la ligne C</a>. <br><br>Motif : conditions m&#233;t&#233;orologiques (fortes pluies /orage).</p>', 'period_begin': '2024-09-26 18:38:34', 'period_end': '2024-09-26 20:00:00'}]"
270,271,"[['Denfert-Rochereau', 'Châtelet', 'RER B', '19:00'], ['Balard', 'Opéra', 'Métro 8', '10:30']]",Navigo Mois,2024-12-01,,"['Randonnée et nature', 'Sport']","[[48.87812639991877, 2.3295550136081475], [48.86497392007325, 2.380415456817622]]",92.64126805103108,False,4,[]
