user_id;trajets;billettique_type;billettique_end_date;billettique_tickets_left;centres d'intérêts;lieux favoris;km de marche dans les 90 derniers jours;PMR;intérêt événements
243;[['Châtelet', 'Robinson', 'RER B', '12:30'], ['Porte Dauphine', 'Anvers', 'Métro 2', '10:00']];Navigo Mois;2024-12-01;;['Randonnée et nature', 'Art et artisanat'];[[48.82166378363121, 2.2859407700036467], [48.89089271595739, 2.3890417976794773]];117.61400041015716;False;2
244;"[['Gambetta', 'Opéra', 'Métro 3', '17:30'], [""Musée d'Orsay"", 'Invalides', 'RER C', '19:30']]";Navigo Mois;2024-12-01;;['Sport', 'Voyages'];[[48.82183253612805, 2.3622499220835467], [48.87745910319442, 2.3418795846837033]];141.7721959395213;False;3
245;"[[""Musée d'Orsay"", 'Invalides', 'RER C', '17:30'], ['Opéra', 'Villejuif', 'Métro 7', '9:00']]";Ticket t+;;0.0;['Cinéma', 'Sport'];[[48.81204584156774, 2.265732424940312], [48.83823306647819, 2.2725107588772886]];48.91719901792031;False;5
246;[['Trocadéro', 'Parc de Saint-Cloud', 'Bus 72', '5:30'], ['Mairie de Montrouge', 'Porte de Clignancourt', 'Métro 4', '13:00']];Navigo Mois;2024-12-01;;['Technologie et gadgets', 'Sport'];[[48.847883727625465, 2.4173844322280047], [48.85773982949422, 2.3169185111307247]];113.7441261547802;False;5
247;[['Porte Dauphine', 'Anvers', 'Métro 2', '13:00'], ['Pont de Levallois', 'Opéra', 'Métro 3', '13:30']];Ticket t+;;0.0;['Technologie et gadgets', 'Cuisine'];[[48.89444520663616, 2.2699731549609163], [48.89274931652171, 2.3566802898221297]];122.8346824248683;False;1
248;"[['Versailles', ""Gare d'Austerlitz"", 'RER C', '6:30'], [""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '9:30']]";Navigo Semaine;2024-11-25;;['Lecture', 'Voyages'];[[48.81858780209546, 2.4118689372796482], [48.83194024815946, 2.331109121579163]];101.50638828308142;False;4
249;[['Balard', 'Créteil', 'Métro 8', '18:30'], ['Boulogne', 'Odéon', 'Métro 10', '5:30']];Ticket t+;;4.0;['Sport', 'Cuisine'];[[48.85283354212976, 2.2934195745723915], [48.849860559988, 2.2994183446632412]];53.379676894635395;False;3
250;"[['Châtelet', 'Porte de Clignancourt', 'Métro 4', '11:00'], ['République', ""Place d'Italie"", 'Métro 5', '12:30']]";Navigo Mois;2024-12-01;;['Lecture', 'Musique'];[[48.810853897439635, 2.265650781357186], [48.899854052903756, 2.3059582205848512]];118.03834841739199;False;4
251;[['Montparnasse', 'Nation', 'Métro 6', '14:00'], ['Montparnasse', 'Porte de Clignancourt', 'Métro 4', '22:00']];Navigo Semaine;2024-11-25;;['Musique', 'Voyages'];[[48.87908128714351, 2.315663272664704], [48.832965202208015, 2.333831310534706]];123.82148789889531;False;1
252;"[['Créteil', 'Bastille', 'Métro 8', '13:00'], [""Place d'Italie"", 'La Courneuve', 'Métro 7', '14:00']]";Ticket t+;;2.0;['Cinéma', 'Lecture'];[[48.855849173934274, 2.3760711697131907], [48.880366284757244, 2.372337480156344]];137.36195616573622;False;1
253;"[[""Place d'Italie"", 'La Courneuve', 'Métro 7', '15:30'], ['Gare du Nord', 'Aéroport CDG', 'RER B', '15:30']]";Ticket t+;;2.0;['Cinéma', 'Voyages'];[[48.84432812297292, 2.371411105240876], [48.89752385910103, 2.3371271611601707]];141.74338848934823;False;3
254;[['Bastille', 'Nation', 'Métro 1', '21:00'], ['Invalides', 'Versailles', 'RER C', '20:00']];Ticket t+;;3.0;['Lecture', 'Cinéma'];[[48.85886415555793, 2.3851617721608416], [48.84001354930968, 2.2710686933607076]];55.45092550776283;False;4
255;[['Anvers', 'Porte Dauphine', 'Métro 2', '8:00'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '14:30']];Navigo Mois;2024-12-01;;['Jeux vidéo', 'Voyages'];[[48.853129763260384, 2.39495795439476], [48.864931657812846, 2.282009060379287]];94.53459194830947;False;3
256;"[['Boulogne', 'Odéon', 'Métro 10', '17:00'], [""Musée d'Orsay"", 'Versailles', 'RER C', '13:00']]";Ticket t+;;2.0;['Cuisine', 'Randonnée et nature'];[[48.84424565608447, 2.369663871441483], [48.83783444382525, 2.276951934682486]];123.27231347005763;False;2
257;"[['Châtelet', 'Gare du Nord', 'Bus 38', '12:00'], [""Musée d'Orsay"", 'Versailles', 'RER C', '16:30']]";Ticket t+;;2.0;['Cuisine', 'Musique'];[[48.82472364530248, 2.3978544690961896], [48.822771112583915, 2.259581960497941]];60.68626189705973;False;2
258;"[[""Gare d'Austerlitz"", 'Boulogne', 'Métro 10', '11:30'], ['Gare du Nord', 'Châtelet', 'Bus 38', '8:00']]";Navigo Mois;2024-12-01;;['Cinéma', 'Voyages'];[[48.873427605901654, 2.299670893184266], [48.870804687571066, 2.3704121248658856]];12.624660460318243;False;4
259;[['Balard', 'Bastille', 'Métro 8', '9:30'], ['Concorde', 'La Défense', 'Métro 1', '8:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.83859943106722, 2.296892802094568], [48.81044246354159, 2.347501189665481]];22.99937966705621;False;5
260;"[[""Chaussée d'Antin"", 'Trocadéro', 'Métro 9', '10:00'], ['Gare du Nord', 'Luxembourg', 'Bus 38', '5:00']]";Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Cinéma'];[[48.84761725478733, 2.263254301482188], [48.8297327385915, 2.3543677276175785]];55.26887913198754;False;1
261;"[['Boulogne', ""Gare d'Austerlitz"", 'Métro 10', '19:00'], ['Mairie de Montreuil', 'Pont de Sèvres', 'Métro 9', '9:00']]";Ticket t+;;0.0;['Sport', 'Voyages'];[[48.84394779414673, 2.375241168680143], [48.882788574145685, 2.2983786187278343]];133.26991134826665;False;5
262;[['Bastille', 'Balard', 'Métro 8', '13:00'], ['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '13:30']];Navigo Semaine;2024-11-25;;['Jeux vidéo', 'Musique'];[[48.85523697191492, 2.314182530216324], [48.82996625980305, 2.292569414361724]];129.05328449839925;False;2
263;[['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '19:30'], ['La Défense', 'Bastille', 'Métro 1', '22:30']];Navigo Mois;2024-12-01;;['Voyages', 'Sport'];[[48.83202300316467, 2.313253411049404], [48.83355295758807, 2.305703491190076]];35.63495046553513;False;1
264;[['Boulogne', 'Odéon', 'Métro 10', '21:30'], ['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '8:30']];Navigo Mois;2024-12-01;;['Musique', 'Lecture'];[[48.825585966601835, 2.3411721191457135], [48.863211316615526, 2.2557821305867294]];153.13414058390717;False;3
265;"[['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '17:00'], ['Versailles', ""Gare d'Austerlitz"", 'RER C', '9:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.89219256464, 2.4092355655308015], [48.893655305759204, 2.412174497826162]];114.00234665460515;False;1
266;[['Gambetta', 'République', 'Métro 3', '5:00'], ['Charles de Gaulle - Étoile', 'Nation', 'RER A', '19:30']];Ticket t+;;2.0;['Sport', 'Cuisine'];[[48.871250517139856, 2.28975509780806], [48.837030062163436, 2.37373044887528]];129.21604100544556;False;5
267;[['Marne-la-Vallée', 'La Défense', 'RER A', '16:30'], ['Denfert-Rochereau', 'Châtelet', 'RER B', '19:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.89100587201477, 2.2707431863389567], [48.88242840116731, 2.269178164961736]];75.08562924783571;False;5
268;[['Opéra', 'Invalides', 'Métro 8', '22:00'], ['Bastille', 'Champs-Elysées', 'Métro 1', '18:30']];Navigo Mois;2024-12-01;;['Jeux vidéo', 'Technologie et gadgets'];[[48.87861652783501, 2.2870750302136305], [48.83586273099139, 2.3752702139142015]];32.802477931387166;False;1
269;"[['Montparnasse', 'Châtelet', 'Métro 4', '6:30'], ['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '18:00']]";Navigo Mois;2024-12-01;;['Lecture', 'Randonnée et nature'];[[48.8275592358777, 2.323085017313655], [48.81533815528478, 2.401836444367575]];82.37821721835795;False;4
270;[['La Défense', 'Châtelet', 'RER A', '21:30'], ['Trocadéro', 'Nation', 'Métro 6', '14:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.83975293245039, 2.261411923629105], [48.85537758284934, 2.302333846461148]];19.924072107188458;False;5
271;[['Bastille', 'Bobigny', 'Métro 5', '14:30'], ['Bastille', 'Créteil', 'Métro 8', '16:30']];Ticket t+;;4.0;['Sport', 'Jeux vidéo'];[[48.89314263278148, 2.2849118973285973], [48.87799680346464, 2.380949876516506]];108.18180958493832;False;5
272;[['Châtelet', 'La Défense', 'RER A', '12:30'], ['Trocadéro', 'Pont de Sèvres', 'Métro 9', '16:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.81440599195613, 2.398369749541757], [48.87301115821005, 2.3904652197088665]];122.30851045603251;False;1
273;[['Robinson', 'Denfert-Rochereau', 'RER B', '5:00'], ['Charles de Gaulle - Étoile', 'Nation', 'Métro 2', '10:00']];Ticket t+;;1.0;['Voyages', 'Musique'];[[48.819099214789055, 2.2523117454077326], [48.86427801871423, 2.379880264993075]];94.85240546154273;False;4
274;"[['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '21:00'], ['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '19:00']]";Navigo Semaine;2024-11-25;;['Sport', 'Randonnée et nature'];[[48.88235318058855, 2.2604022455751727], [48.88324305868121, 2.2508462860796183]];12.386344117022972;False;5
275;"[['Montparnasse', 'Barbès', 'Métro 4', '11:30'], ['La Motte-Picquet', ""Gare d'Austerlitz"", 'Métro 10', '7:30']]";Ticket t+;;4.0;['Sport', 'Voyages'];[[48.858316658175234, 2.301030689365444], [48.87160040519422, 2.3251865083945074]];111.69151973411397;False;1
276;[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '10:00'], ['Châtelet', 'Charles de Gaulle - Étoile', 'RER A', '20:30']];Navigo Semaine;2024-11-25;;['Cuisine', 'Cinéma'];[[48.87432692839143, 2.2932869483715295], [48.896821842030114, 2.2593717240018885]];115.05313504561701;False;1
277;[['Invalides', 'Bastille', 'Métro 8', '15:30'], ['Bastille', 'Invalides', 'Métro 8', '9:30']];Ticket t+;;1.0;['Lecture', 'Musique'];[[48.860811764493235, 2.4007804396430537], [48.88452183035461, 2.2561899413988544]];120.65190350704164;False;1
278;[['La Défense', 'Charles de Gaulle - Étoile', 'RER A', '9:00'], ['Robinson', 'Châtelet', 'RER B', '17:00']];Ticket t+;;4.0;['Musique', 'Jeux vidéo'];[[48.869532978755, 2.407800925755563], [48.86531117115346, 2.2872215161212752]];70.12258952052504;False;4
279;[['République', 'Bastille', 'Métro 5', '6:00'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '10:30']];Ticket t+;;2.0;['Cuisine', 'Sport'];[[48.8706669398542, 2.2917506859372083], [48.888821162773276, 2.368171368852194]];108.12946888145268;False;5
280;[['Gare du Nord', 'Châtelet', 'Bus 38', '21:00'], ['Charles de Gaulle - Étoile', 'Trocadéro', 'Métro 6', '19:30']];Ticket t+;;3.0;['Cuisine', 'Randonnée et nature'];[[48.81900576934968, 2.3087986243578658], [48.892351705934985, 2.382577886188969]];15.198721657211973;False;3
281;"[['Montparnasse', 'Porte de Clignancourt', 'Métro 4', '18:00'], [""Gare d'Austerlitz"", 'La Motte-Picquet', 'Métro 10', '16:00']]";Navigo Mois;2024-12-01;;['Voyages', 'Cinéma'];[[48.8260716939893, 2.416292767809009], [48.898474793046454, 2.3799699865728585]];72.33875130482075;False;4
282;[['Trocadéro', 'Pont de Sèvres', 'Métro 9', '6:30'], ['Hôtel de Ville', 'Parc de Saint-Cloud', 'Bus 72', '15:00']];Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.89842933364276, 2.385612664863872], [48.81667733159506, 2.40978916252966]];5.0;False;4
283;"[['Hôtel de Ville', 'Trocadéro', 'Bus 72', '16:30'], [""Gare d'Austerlitz"", ""Musée d'Orsay"", 'RER C', '8:00']]";Navigo Semaine;2024-11-25;;['Lecture', 'Cuisine'];[[48.810853630007, 2.288216021079689], [48.827232287797315, 2.38408144674717]];112.17447185340477;True;1
284;[['Gare du Nord', 'Châtelet', 'RER B', '6:30'], ['Parc de Saint-Cloud', 'Trocadéro', 'Bus 72', '21:00']];Navigo Semaine;2024-11-25;;['Lecture', 'Cuisine'];[[48.898011850538985, 2.3000056383238934], [48.87641041005878, 2.304955807579672]];81.83840322966012;True;2
285;[['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '17:30'], ['Balard', 'Bastille', 'Métro 8', '19:00']];Navigo Mois;2024-12-01;;['Cinéma', 'Sport'];[[48.88348081672484, 2.3413380313860706], [48.84876987308311, 2.2782337861053823]];50.663135347609355;False;2
286;[['Porte Dauphine', 'Nation', 'Métro 2', '12:30'], ['Nation', 'Anvers', 'Métro 2', '19:00']];Navigo Semaine;2024-11-25;;['Cuisine', 'Art et artisanat'];[[48.840923065847484, 2.2978811193856172], [48.861397340664595, 2.3339925426839003]];64.96611328919909;False;1
287;[['Barbès', 'Porte de Clignancourt', 'Métro 4', '16:00'], ['Créteil', 'Bastille', 'Métro 8', '15:30']];Ticket t+;;2.0;['Voyages', 'Jeux vidéo'];[[48.85368766724096, 2.3461648968340336], [48.89125819310909, 2.30468788780616]];47.2271380342078;False;4
288;"[[""Gare d'Austerlitz"", 'Invalides', 'RER C', '6:30'], ['Montparnasse', 'Trocadéro', 'Métro 6', '11:30']]";Ticket t+;;0.0;['Lecture', 'Voyages'];[[48.88386731466676, 2.3874465472016166], [48.893496602128415, 2.366705145165628]];51.99318252200338;False;1
289;[['Gare du Nord', 'Bobigny', 'Métro 5', '14:00'], ['Concorde', 'La Défense', 'Métro 1', '16:00']];Navigo Mois;2024-12-01;;['Voyages', 'Cinéma'];[[48.82236910223023, 2.2582117864758797], [48.81077908019719, 2.3203753129474274]];41.05367366041112;False;5
290;"[['Porte de Clignancourt', 'Châtelet', 'Métro 4', '8:00'], ['Invalides', ""Gare d'Austerlitz"", 'RER C', '19:00']]";Ticket t+;;0.0;['Musique', 'Lecture'];[[48.85624381317011, 2.384092037851464], [48.82706692011643, 2.2657711312865154]];118.52355185444256;False;5
291;[['Bastille', 'Champs-Elysées', 'Métro 1', '20:00'], ['République', 'Bastille', 'Métro 5', '10:00']];Navigo Mois;2024-12-01;;['Voyages', 'Art et artisanat'];[[48.87975035124453, 2.3391654119852703], [48.834972167383725, 2.29947129100985]];24.94264174483105;False;3
292;"[['Bobigny', ""Place d'Italie"", 'Métro 5', '14:30'], ['Versailles', 'Invalides', 'RER C', '17:30']]";Navigo Mois;2024-12-01;;['Lecture', 'Cuisine'];[[48.84071968752461, 2.289174337411257], [48.89974585534816, 2.3397928627330242]];86.12334209279395;False;5
293;[['Créteil', 'Balard', 'Métro 8', '17:00'], ['Nation', 'Charles de Gaulle - Étoile', 'Métro 6', '11:00']];Ticket t+;;3.0;['Cinéma', 'Cuisine'];[[48.85232096273825, 2.260510348596325], [48.877936339806794, 2.403073241771456]];42.62396404012512;False;4
294;[['Nation', 'Concorde', 'Métro 1', '6:30'], ['Châtelet', 'Montparnasse', 'Métro 4', '21:30']];Ticket t+;;4.0;['Technologie et gadgets', 'Musique'];[[48.846102914220495, 2.2829019744663803], [48.879557649902004, 2.378851291016187]];23.38534433267347;False;3
295;[['Champs-Elysées', 'La Défense', 'Métro 1', '15:00'], ['Saint-Lazare', 'République', 'Métro 3', '9:00']];Ticket t+;;3.0;['Cuisine', 'Sport'];[[48.865058261128866, 2.295224057769338], [48.875490949192034, 2.4009238765254444]];97.23055462465693;False;1
296;[['Charles de Gaulle - Étoile', 'Montparnasse', 'Métro 6', '9:00'], ['République', 'Gambetta', 'Métro 3', '21:30']];Navigo Semaine;2024-11-25;;['Cinéma', 'Lecture'];[[48.892353731098666, 2.3097430480520433], [48.812775445307686, 2.2766602422292506]];79.60718177011536;False;5
297;"[[""Place d'Italie"", 'Gare du Nord', 'Métro 5', '9:30'], ['Versailles', 'Invalides', 'RER C', '22:30']]";Ticket t+;;0.0;['Cinéma', 'Voyages'];[[48.898557608603525, 2.3066189869575595], [48.89009304563206, 2.3069135492234656]];76.92185480067845;False;4
298;"[['Châtelet', 'Barbès', 'Métro 4', '20:30'], [""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '7:00']]";Navigo Mois;2024-12-01;;['Lecture', 'Cinéma'];[[48.89785411700432, 2.3352223780113346], [48.89007058336807, 2.258116650960476]];18.064091461839027;False;3
299;[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '13:00'], ['Hôtel de Ville', 'Trocadéro', 'Bus 72', '8:00']];Ticket t+;;3.0;['Lecture', 'Cinéma'];[[48.891859792601494, 2.368902700802039], [48.84070603634126, 2.293141935603937]];84.21049001281891;False;1
300;"[['Opéra', 'Invalides', 'Métro 8', '5:00'], [""Chaussée d'Antin"", 'Trocadéro', 'Métro 9', '10:30']]";Navigo Semaine;2024-11-25;;['Voyages', 'Art et artisanat'];[[48.817421971443125, 2.3503224883094584], [48.822977657758145, 2.3964557811321283]];99.0452979056988;False;5
301;"[[""Gare de l'Est"", 'La Courneuve', 'Métro 7', '17:00'], ['Gare du Nord', 'Aéroport CDG', 'RER B', '19:30']]";Ticket t+;;4.0;['Randonnée et nature', 'Cinéma'];[[48.83822760455087, 2.275389759430731], [48.876650686243366, 2.4041156602679243]];61.629003115570185;False;4
302;"[['La Courneuve', ""Gare de l'Est"", 'Métro 7', '19:00'], ['Barbès', 'Porte de Clignancourt', 'Métro 4', '9:00']]";Ticket t+;;4.0;['Sport', 'Cuisine'];[[48.89024407734806, 2.298455489242808], [48.81252527958883, 2.3574911733655077]];38.47575652405251;False;2
303;[['Luxembourg', 'Châtelet', 'Bus 38', '16:30'], ['République', 'Gambetta', 'Métro 3', '14:00']];Navigo Semaine;2024-11-25;;['Musique', 'Randonnée et nature'];[[48.867772020825264, 2.3341664043911625], [48.884945453784816, 2.3522178176732353]];66.34727034193429;False;2
304;"[['Invalides', ""Musée d'Orsay"", 'RER C', '19:30'], ['Invalides', ""Musée d'Orsay"", 'RER C', '16:30']]";Navigo Semaine;2024-11-25;;['Voyages', 'Lecture'];[[48.89268568300186, 2.2643330349514277], [48.88270446404849, 2.350067545146942]];84.4957838147689;False;1
305;[['Robinson', 'Denfert-Rochereau', 'RER B', '20:00'], ['Concorde', 'La Défense', 'Métro 1', '10:00']];Navigo Mois;2024-12-01;;['Voyages', 'Musique'];[[48.877539986038855, 2.2683379346477293], [48.81580037960116, 2.3550891135806724]];5.0;False;2
306;[['Porte de Clignancourt', 'Barbès', 'Métro 4', '20:00'], ['Châtelet', 'Gare du Nord', 'Bus 38', '14:30']];Navigo Semaine;2024-11-25;;['Sport', 'Cinéma'];[[48.87048750343964, 2.263036095911149], [48.85411208118843, 2.3161094978312646]];51.53318622925301;False;5
307;[['Gare du Nord', 'Bobigny', 'Métro 5', '13:00'], ['Bastille', 'République', 'Métro 5', '15:00']];Ticket t+;;1.0;['Cinéma', 'Voyages'];[[48.82679569902842, 2.2576906855037304], [48.81921456021052, 2.3771301179781528]];23.665168734660558;False;1
308;[['République', 'Gambetta', 'Métro 3', '8:30'], ['Trocadéro', 'Hôtel de Ville', 'Bus 72', '21:30']];Ticket t+;;1.0;['Jeux vidéo', 'Cinéma'];[[48.8696067436352, 2.3938957026003913], [48.88951103373599, 2.252797110000311]];151.1264687959396;False;5
309;[['Charles de Gaulle - Étoile', 'Montparnasse', 'Métro 6', '5:00'], ['Odéon', 'Boulogne', 'Métro 10', '8:30']];Navigo Mois;2024-12-01;;['Cuisine', 'Art et artisanat'];[[48.86101468640376, 2.254356794181675], [48.887875870899045, 2.2870608002048196]];41.47087824743367;False;4
310;"[['Luxembourg', 'Gare du Nord', 'Bus 38', '14:30'], [""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '18:00']]";Navigo Semaine;2024-11-25;;['Art et artisanat', 'Voyages'];[[48.84503052649363, 2.2931904900301565], [48.894360562457905, 2.3151072931234613]];22.511593795095628;False;5
311;"[['Luxembourg', ""Porte d'Orléans"", 'Bus 38', '22:30'], ['Montparnasse', 'Charles de Gaulle - Étoile', 'Métro 6', '13:00']]";Navigo Mois;2024-12-01;;['Cinéma', 'Musique'];[[48.89215071543511, 2.366878248588694], [48.85861403928985, 2.3534523676179604]];130.62191794631687;False;5
312;[['Aéroport CDG', 'Denfert-Rochereau', 'RER B', '20:30'], ['Gare du Nord', 'Luxembourg', 'Bus 38', '10:00']];Ticket t+;;2.0;['Voyages', 'Lecture'];[[48.85227089608283, 2.2811754683009977], [48.84359417161697, 2.2636020842698517]];40.52770847619192;False;3
313;[['Créteil', 'Opéra', 'Métro 8', '21:00'], ['Opéra', 'Pont de Levallois', 'Métro 3', '18:30']];Navigo Semaine;2024-11-25;;['Musique', 'Cuisine'];[[48.8434123031756, 2.3485087518685344], [48.87378973312748, 2.3476731683566063]];125.13797326843381;False;1
314;[['Charles de Gaulle - Étoile', 'Anvers', 'Métro 2', '6:30'], ['La Défense', 'Nation', 'RER A', '13:00']];Navigo Mois;2024-12-01;;['Cuisine', 'Jeux vidéo'];[[48.825802953906766, 2.342364583016922], [48.873118482914236, 2.2713038182936396]];30.07869763389433;False;2
315;[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '14:30'], ['Pont de Sèvres', 'Mairie de Montreuil', 'Métro 9', '18:00']];Ticket t+;;4.0;['Musique', 'Lecture'];[[48.82723385654429, 2.3925647072061147], [48.87182328301266, 2.2711053788125977]];122.69161809168232;False;3
316;"[[""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '15:30'], ['La Motte-Picquet', 'Boulogne', 'Métro 10', '7:00']]";Ticket t+;;0.0;['Voyages', 'Cinéma'];[[48.84840501078393, 2.3698881510915863], [48.83878697545517, 2.302461975120772]];19.56556349649781;True;2
317;"[['Odéon', 'La Motte-Picquet', 'Métro 10', '6:30'], ['Invalides', ""Musée d'Orsay"", 'RER C', '5:30']]";Ticket t+;;1.0;['Voyages', 'Musique'];[[48.85261326332847, 2.337898179818451], [48.841863051129245, 2.373253011677506]];114.07032799780556;False;2
318;[['Boulogne', 'Odéon', 'Métro 10', '14:30'], ['Mairie de Montreuil', 'Trocadéro', 'Métro 9', '9:30']];Navigo Semaine;2024-11-25;;['Cuisine', 'Lecture'];[[48.81271398407372, 2.394538226017969], [48.84856650076207, 2.388986262487176]];83.34412280316805;False;3
319;"[['Boulogne', ""Gare d'Austerlitz"", 'Métro 10', '15:00'], ['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '11:30']]";Ticket t+;;0.0;['Musique', 'Sport'];[[48.842505083709355, 2.3435726750432844], [48.85384952553701, 2.2558891458710906]];30.812961759527877;False;1
320;[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '10:30'], ['Créteil', 'Invalides', 'Métro 8', '8:30']];Navigo Mois;2024-12-01;;['Randonnée et nature', 'Lecture'];[[48.830165675558845, 2.3976853411338666], [48.87986832072574, 2.28175346011952]];92.86941072760423;True;3
321;[['Charles de Gaulle - Étoile', 'La Défense', 'RER A', '16:30'], ['République', 'Trocadéro', 'Métro 9', '22:30']];Ticket t+;;0.0;['Voyages', 'Cinéma'];[[48.87577056371798, 2.419446712956125], [48.8412555021108, 2.2696069706882365]];127.41731493618242;False;5
322;[['Parc de Saint-Cloud', 'Hôtel de Ville', 'Bus 72', '18:30'], ['Denfert-Rochereau', 'Aéroport CDG', 'RER B', '12:00']];Navigo Mois;2024-12-01;;['Voyages', 'Cuisine'];[[48.815912210866856, 2.2823657770473997], [48.87325522980489, 2.3434805409019597]];17.242908586930355;False;4
323;[['Porte Dauphine', 'Anvers', 'Métro 2', '16:00'], ['République', 'Saint-Lazare', 'Métro 3', '10:00']];Navigo Mois;2024-12-01;;['Cuisine', 'Art et artisanat'];[[48.893346827954694, 2.3630385804354077], [48.81735003172418, 2.317448730187274]];25.906971957255962;False;1
324;"[['Châtelet', 'Mairie de Montrouge', 'Métro 4', '16:30'], ['La Courneuve', ""Place d'Italie"", 'Métro 7', '6:00']]";Navigo Semaine;2024-11-25;;['Voyages', 'Musique'];[[48.82862122545281, 2.2942408049337017], [48.88487878609884, 2.2783402560046198]];100.57353597227205;True;1
325;[['Montparnasse', 'Barbès', 'Métro 4', '7:00'], ['Invalides', 'Créteil', 'Métro 8', '7:30']];Navigo Semaine;2024-11-25;;['Musique', 'Lecture'];[[48.853906118140245, 2.2612308340031975], [48.89087912339635, 2.3526619461674425]];64.05304649774624;False;4
326;[['Montparnasse', 'Charles de Gaulle - Étoile', 'Métro 6', '20:00'], ['Mairie de Montrouge', 'Barbès', 'Métro 4', '22:30']];Ticket t+;;0.0;['Musique', 'Voyages'];[[48.87287112206262, 2.310902516970284], [48.86243782933333, 2.2680677679406194]];76.8701030947799;False;1
327;[['Marne-la-Vallée', 'Charles de Gaulle - Étoile', 'RER A', '18:30'], ['Saint-Lazare', 'Pont de Levallois', 'Métro 3', '8:00']];Navigo Mois;2024-12-01;;['Voyages', 'Lecture'];[[48.8930248019566, 2.255748303255753], [48.810582872133054, 2.2559112883258945]];97.73781750997848;True;3
328;"[['Invalides', ""Gare d'Austerlitz"", 'RER C', '22:00'], ['Mairie de Montreuil', ""Chaussée d'Antin"", 'Métro 9', '5:30']]";Ticket t+;;0.0;['Cinéma', 'Art et artisanat'];[[48.8619363047211, 2.3803512900859265], [48.855394722331106, 2.406530052702464]];54.159978086052405;False;5
329;"[['Villejuif', ""Gare de l'Est"", 'Métro 7', '12:00'], [""Musée d'Orsay"", 'Versailles', 'RER C', '14:00']]";Ticket t+;;1.0;['Voyages', 'Sport'];[[48.84829725433261, 2.284164682850383], [48.827886076890344, 2.2672825476682483]];29.845926940094586;False;1
330;[['Marne-la-Vallée', 'Charles de Gaulle - Étoile', 'RER A', '17:30'], ['Anvers', 'Porte Dauphine', 'Métro 2', '7:00']];Navigo Semaine;2024-11-25;;['Sport', 'Voyages'];[[48.83036888241688, 2.3720146349505806], [48.89715964901891, 2.281307141871618]];121.89172988863014;False;1
331;[['Pont de Levallois', 'Saint-Lazare', 'Métro 3', '22:00'], ['Bastille', 'Champs-Elysées', 'Métro 1', '21:00']];Ticket t+;;2.0;['Sport', 'Jeux vidéo'];[[48.81994296984461, 2.348925001201508], [48.88531909417502, 2.34057508860033]];78.68633039834764;False;5
332;"[['Châtelet', 'Denfert-Rochereau', 'RER B', '10:00'], [""Gare d'Austerlitz"", 'Odéon', 'Métro 10', '9:30']]";Ticket t+;;2.0;['Sport', 'Cuisine'];[[48.84958287122441, 2.2803282997257996], [48.874969188947006, 2.3478139029530274]];111.72459995984151;False;2
333;"[[""Chaussée d'Antin"", 'République', 'Métro 9', '22:00'], ['Champs-Elysées', 'Nation', 'Métro 1', '9:00']]";Ticket t+;;1.0;['Lecture', 'Voyages'];[[48.89195725704488, 2.3563484095569818], [48.894444590756784, 2.266050601240333]];78.92952637713891;False;3
334;[['Robinson', 'Gare du Nord', 'RER B', '11:30'], ['Nation', 'Charles de Gaulle - Étoile', 'Métro 2', '16:30']];Navigo Semaine;2024-11-25;;['Voyages', 'Cinéma'];[[48.836162605577684, 2.290672783950258], [48.89655858596204, 2.3272367570928596]];138.11407340799408;False;5
335;[['Trocadéro', 'Hôtel de Ville', 'Bus 72', '13:30'], ['Charles de Gaulle - Étoile', 'Châtelet', 'RER A', '17:30']];Ticket t+;;0.0;['Cinéma', 'Musique'];[[48.81299187820822, 2.3903933158425565], [48.890739930312336, 2.287680038552284]];10.083094668841415;False;4
